City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,senanga,-16.1167,23.2667,297.98,16,0,4.21,ZM,1696444851
329,trail,49.0998,-117.7022,294.08,47,74,1.8,CA,1696444577
330,nguigmi,14.2495,13.1092,306.02,31,68,5.26,NE,1696444852
331,nouadhibou,20.931,-17.0347,301.14,51,95,7.72,MR,1696444852
332,ilomantsi,62.6716,30.9328,280.76,94,100,2.56,FI,1696444852
333,aleksandrovskoye,44.7142,43.0008,289.47,59,99,1.66,RU,1696444852
334,enewetak,11.3474,162.3373,301.99,77,56,7.11,MH,1696444852
335,nobres,-14.7203,-56.3275,312.88,20,98,3.84,BR,1696444852
336,newport,51.5877,-2.9984,288.45,82,100,6.01,GB,1696444852
337,bathsheba,13.2167,-59.5167,304.49,74,40,8.75,BB,1696444853
338,ilo,-17.6394,-71.3375,293.63,83,75,3.6,PE,1696444853
339,reyes,-14.3167,-67.3833,312.13,37,40,7.72,BO,1696444853
340,praia da vitoria,38.7333,-27.0667,296.35,88,40,7.46,PT,1696444853
341,dunedin,-45.8742,170.5036,284.71,99,100,2.68,NZ,1696444853
342,tsiombe,-25.3,45.4833,294.05,76,0,3.91,MG,1696444853
343,coquimbo,-29.9533,-71.3436,291.0,63,0,7.2,CL,1696444853
344,praia,14.9215,-23.5087,302.45,70,0,4.63,CV,1696444853
345,bairnsdale,-37.8333,147.6167,282.07,99,100,1.34,AU,1696444854
346,keflavik,64.0049,-22.5624,281.1,87,100,4.12,IS,1696444854
347,huazhou,21.6333,110.5833,298.53,86,88,1.78,CN,1696444854
348,pemangkat,1.1667,108.9667,299.6,83,23,1.27,ID,1696444854
349,floro,61.5996,5.0328,283.13,87,75,2.06,NO,1696444854
350,chunskiy,56.0815,99.6342,279.64,76,100,1.16,RU,1696444854
351,mar del plata,-38.0023,-57.5575,286.53,81,75,9.26,AR,1696444649
352,queenstown,-31.8976,26.8753,296.69,40,100,2.09,ZA,1696444855
353,howard springs,-12.497,131.047,300.1,86,28,2.22,AU,1696444855
354,kikwit,-5.041,18.8162,298.21,74,95,0.59,CD,1696444855
355,vilyuchinsk,52.9306,158.4028,281.44,85,99,0.63,RU,1696444855
356,wad az zaki,14.4619,32.2065,309.6,27,97,3.05,SD,1696444855
357,chernomorskoye,45.5039,32.6997,290.98,64,7,4.83,UA,1696444855
358,catanauan,13.5919,122.3231,299.55,86,100,1.24,PH,1696444855
359,ende,-8.8432,121.6623,297.72,81,19,0.47,ID,1696444855
360,norilsk,69.3535,88.2027,271.81,95,99,2.64,RU,1696444856
361,alice springs,-23.7,133.8833,280.9,39,0,0.0,AU,1696444856
